id	lang_region	question_en	answer_en
zh-TW_023	zh-TW	What is the most popular non-alcoholic drink in Taiwan?	Milk tea
zh-TW_024	zh-TW	Is tap water safe to drink in Taiwan?	Yes, tap water is safe to drink in Taiwan
zh-TW_025	zh-TW	What kind of bread is commonly eaten in Taiwan?	Baozi
zh-TW_026	zh-TW	Are meals typically served with rice in Taiwan?	Yes
zh-TW_027	zh-TW	What is a typical dessert in Taiwan?	Red bean paste mooncakes
zh-TW_028	zh-TW	Do people eat with utensils, hands, or chopsticks in Taiwan?	Utensils and chopsticks
zh-TW_029	zh-TW	What is the main national holiday in Taiwan?	Mid-Autumn Festival
zh-TW_030	zh-TW	When is New Year's Day celebrated in Taiwan?	January 1st
zh-TW_031	zh-TW	Is Sunday considered a weekend day in Taiwan?	Yes
zh-TW_032	zh-TW	What time do shops usually open in the morning in Taiwan?	8:00 a
zh-TW_033	zh-TW	Are businesses closed on Sundays in Taiwan?	Yes
zh-TW_034	zh-TW	How long is a typical workday in Taiwan?	8 hours
zh-TW_035	zh-TW	What month is summer vacation for schools in Taiwan?	July and August
zh-TW_036	zh-TW	Is punctuality very important in Taiwan?	Yes
zh-TW_037	zh-TW	What is a major cultural festival in Taiwan?	Lantern Festival
zh-TW_038	zh-TW	Do people celebrate Christmas in Taiwan?	Yes
id-ID_001	id-ID	What is the emergency telephone number for police in Indonesia?	113
id-ID_002	id-ID	What number should I call for an ambulance in Indonesia?	118
id-ID_003	id-ID	Is there a general emergency number like 911 in Indonesia?	112
id-ID_004	id-ID	What is the fire department emergency number in Indonesia?	112
id-ID_005	id-ID	How do I contact emergency medical services in Indonesia?	Call 118
id-ID_006	id-ID	Are emergency services available in multiple languages in Indonesia?	Yes
id-ID_007	id-ID	What should I do first in a medical emergency in Indonesia?	Call the emergency number 118
id-ID_008	id-ID	Is it common to tip emergency responders in Indonesia?	No
id-ID_010	id-ID	Is cash still widely accepted in Indonesia?	Yes
id-ID_011	id-ID	Do people mostly use credit cards or mobile payments in Indonesia?	Mobile payments
id-ID_012	id-ID	What is the typical tipping percentage in restaurants in Indonesia?	10% to 15% of the bill
id-ID_013	id-ID	Are prices usually displayed including tax in Indonesia?	Yes
id-ID_015	id-ID	What is the name of the central bank in Indonesia?	Bank Indonesia
id-ID_016	id-ID	Is haggling common in markets in Indonesia?	Yes
id-ID_017	id-ID	What is a common breakfast dish in Indonesia?	Nasi goreng
id-ID_018	id-ID	What do people usually eat for lunch in Indonesia?	Nasi goreng
id-ID_019	id-ID	What time do people generally have dinner in Indonesia?	6 PM to 8 PM
id-ID_021	id-ID	What is a traditional national dish in Indonesia?	Nasi Goreng
id-ID_022	id-ID	Are vegetarian options widely available in Indonesia?	Yes
id-ID_023	id-ID	What is the most popular non-alcoholic drink in Indonesia?	Teh tarik
id-ID_025	id-ID	What kind of bread is commonly eaten in Indonesia?	Nasi goreng
id-ID_026	id-ID	Are meals typically served with rice in Indonesia?	Yes
id-ID_027	id-ID	What is a typical dessert in Indonesia?	Nastar
id-ID_028	id-ID	Do people eat with utensils, hands, or chopsticks in Indonesia?	Utensils and hands
id-ID_029	id-ID	What is the main national holiday in Indonesia?	Independence Day on August 17th
id-ID_030	id-ID	When is New Year's Day celebrated in Indonesia?	January 1st
id-ID_031	id-ID	Is Sunday considered a weekend day in Indonesia?	Yes
id-ID_032	id-ID	What time do shops usually open in the morning in Indonesia?	07:00
id-ID_034	id-ID	How long is a typical workday in Indonesia?	8 hours
id-ID_035	id-ID	What month is summer vacation for schools in Indonesia?	July to August
id-ID_036	id-ID	Is punctuality very important in Indonesia?	No
id-ID_037	id-ID	What is a major cultural festival in Indonesia?	Jakarta International Film Festival
id-ID_038	id-ID	Do people celebrate Christmas in Indonesia?	Yes, some people in Indonesia celebrate Christmas
su-JB_001	su-JB	What is the emergency telephone number for police in West Java, Indonesia?	112
su-JB_002	su-JB	What number should I call for an ambulance in West Java, Indonesia?	118
su-JB_003	su-JB	Is there a general emergency number like 911 in West Java, Indonesia?	112
su-JB_004	su-JB	What is the fire department emergency number in West Java, Indonesia?	118
su-JB_005	su-JB	How do I contact emergency medical services in West Java, Indonesia?	Call 118
su-JB_006	su-JB	Are emergency services available in multiple languages in West Java, Indonesia?	Yes
su-JB_007	su-JB	What should I do first in a medical emergency in West Java, Indonesia?	Call the local emergency number 118
su-JB_008	su-JB	Is it common to tip emergency responders in West Java, Indonesia?	No
su-JB_011	su-JB	Do people mostly use credit cards or mobile payments in West Java, Indonesia?	Mobile payments
su-JB_012	su-JB	What is the typical tipping percentage in restaurants in West Java, Indonesia?	10% to 15% of the bill
su-JB_013	su-JB	Are prices usually displayed including tax in West Java, Indonesia?	Yes
su-JB_015	su-JB	What is the name of the central bank in West Java, Indonesia?	Bank Indonesia
su-JB_016	su-JB	Is haggling common in markets in West Java, Indonesia?	Yes
su-JB_017	su-JB	What is a common breakfast dish in West Java, Indonesia?	Nasi uduk with fried tofu and sambal
su-JB_018	su-JB	What do people usually eat for lunch in West Java, Indonesia?	Nasi goreng, mie ayam, and sate
su-JB_019	su-JB	What time do people generally have dinner in West Java, Indonesia?	6 PM to 8 PM
su-JB_021	su-JB	What is a traditional national dish in West Java, Indonesia?	Babi Guling
su-JB_023	su-JB	What is the most popular non-alcoholic drink in West Java, Indonesia?	Teh tarik
su-JB_025	su-JB	What kind of bread is commonly eaten in West Java, Indonesia?	Batagor
su-JB_026	su-JB	Are meals typically served with rice in West Java, Indonesia?	Yes
su-JB_027	su-JB	What is a typical dessert in West Java, Indonesia?	Kue Lapis
su-JB_030	su-JB	When is New Year's Day celebrated in West Java, Indonesia?	On January 1st
su-JB_031	su-JB	Is Sunday considered a weekend day in West Java, Indonesia?	Yes
su-JB_032	su-JB	What time do shops usually open in the morning in West Java, Indonesia?	07:00
su-JB_034	su-JB	How long is a typical workday in West Java, Indonesia?	8 hours
su-JB_035	su-JB	What month is summer vacation for schools in West Java, Indonesia?	July to August
su-JB_036	su-JB	Is punctuality very important in West Java, Indonesia?	Yes
su-JB_037	su-JB	What is a major cultural festival in West Java, Indonesia?	Pesta Kuningan
su-JB_038	su-JB	Do people celebrate Christmas in West Java, Indonesia?	Yes, some people in West Java celebrate Christmas
fa-IR_001	fa-IR	What is the emergency telephone number for police in Iran?	192
fa-IR_002	fa-IR	What number should I call for an ambulance in Iran?	192
fa-IR_003	fa-IR	Is there a general emergency number like 911 in Iran?	192
fa-IR_004	fa-IR	What is the fire department emergency number in Iran?	192
fa-IR_005	fa-IR	How do I contact emergency medical services in Iran?	Dial 166
fa-IR_006	fa-IR	Are emergency services available in multiple languages in Iran?	Yes
fa-IR_007	fa-IR	What should I do first in a medical emergency in Iran?	Call the emergency number 166
fa-IR_008	fa-IR	Is it common to tip emergency responders in Iran?	No
fa-IR_009	fa-IR	What is the official currency used in Iran?	Iranian Rial
fa-IR_010	fa-IR	Is cash still widely accepted in Iran?	Yes, cash is still widely accepted in Iran
fa-IR_011	fa-IR	Do people mostly use credit cards or mobile payments in Iran?	Mobile payments
fa-IR_012	fa-IR	What is the typical tipping percentage in restaurants in Iran?	10% to 15% of the bill
fa-IR_013	fa-IR	Are prices usually displayed including tax in Iran?	Yes
fa-IR_014	fa-IR	Can I use US dollars easily in Iran?	No
fa-IR_015	fa-IR	What is the name of the central bank in Iran?	Central Bank of Iran
fa-IR_016	fa-IR	Is haggling common in markets in Iran?	Yes
fa-IR_017	fa-IR	What is a common breakfast dish in Iran?	Safflower and sesame seed flatbread
fa-IR_018	fa-IR	What do people usually eat for lunch in Iran?	Persian stew, rice, and flatbread
fa-IR_019	fa-IR	What time do people generally have dinner in Iran?	7:00 PM to 9:00 PM
fa-IR_022	fa-IR	Are vegetarian options widely available in Iran?	Yes
fa-IR_023	fa-IR	What is the most popular non-alcoholic drink in Iran?	Safflower tea
fa-IR_024	fa-IR	Is tap water safe to drink in Iran?	Yes, tap water is generally safe to drink in Iran
fa-IR_025	fa-IR	What kind of bread is commonly eaten in Iran?	Sabzi khaneh
fa-IR_026	fa-IR	Are meals typically served with rice in Iran?	Yes
fa-IR_027	fa-IR	What is a typical dessert in Iran?	Baklava
fa-IR_029	fa-IR	What is the main national holiday in Iran?	Nowruz
fa-IR_030	fa-IR	When is New Year's Day celebrated in Iran?	21st of Bahman
fa-IR_031	fa-IR	Is Sunday considered a weekend day in Iran?	Yes
fa-IR_032	fa-IR	What time do shops usually open in the morning in Iran?	9:00 AM
fa-IR_033	fa-IR	Are businesses closed on Sundays in Iran?	Yes
fa-IR_034	fa-IR	How long is a typical workday in Iran?	8 hours
fa-IR_035	fa-IR	What month is summer vacation for schools in Iran?	August
fa-IR_036	fa-IR	Is punctuality very important in Iran?	Yes
fa-IR_037	fa-IR	What is a major cultural festival in Iran?	Nowruz
fa-IR_038	fa-IR	Do people celebrate Christmas in Iran?	Yes, some people in Iran celebrate Christmas
ko-KP_001	ko-KP	What is the emergency telephone number for police in North Korea?	112
ko-KP_002	ko-KP	What number should I call for an ambulance in North Korea?	119
ko-KP_003	ko-KP	Is there a general emergency number like 911 in North Korea?	119
ko-KP_004	ko-KP	What is the fire department emergency number in North Korea?	119
ko-KP_005	ko-KP	How do I contact emergency medical services in North Korea?	Call 119
ko-KP_006	ko-KP	Are emergency services available in multiple languages in North Korea?	Yes
ko-KP_007	ko-KP	What should I do first in a medical emergency in North Korea?	Call the emergency number 112
ko-KP_008	ko-KP	Is it common to tip emergency responders in North Korea?	No
ko-KP_009	ko-KP	What is the official currency used in North Korea?	North Korean won
ko-KP_010	ko-KP	Is cash still widely accepted in North Korea?	Yes
ko-KP_011	ko-KP	Do people mostly use credit cards or mobile payments in North Korea?	Mobile payments
ko-KP_012	ko-KP	What is the typical tipping percentage in restaurants in North Korea?	10% of the bill
ko-KP_013	ko-KP	Are prices usually displayed including tax in North Korea?	Yes
ko-KP_014	ko-KP	Can I use US dollars easily in North Korea?	No
ko-KP_015	ko-KP	What is the name of the central bank in North Korea?	The Bank of Korea
ko-KP_016	ko-KP	Is haggling common in markets in North Korea?	No
ko-KP_017	ko-KP	What is a common breakfast dish in North Korea?	Kimchi pancakes
ko-KP_018	ko-KP	What do people usually eat for lunch in North Korea?	Kimchi, rice, and bibimbap
ko-KP_019	ko-KP	What time do people generally have dinner in North Korea?	7:00 PM
ko-KP_021	ko-KP	What is a traditional national dish in North Korea?	Kimchi
ko-KP_022	ko-KP	Are vegetarian options widely available in North Korea?	Vegetarian options are limited in North Korea
ko-KP_023	ko-KP	What is the most popular non-alcoholic drink in North Korea?	Rice tea
ko-KP_024	ko-KP	Is tap water safe to drink in North Korea?	Yes, tap water is safe to drink in North Korea
ko-KP_026	ko-KP	Are meals typically served with rice in North Korea?	Yes
ko-KP_027	ko-KP	What is a typical dessert in North Korea?	Kimchi cake
ko-KP_028	ko-KP	Do people eat with utensils, hands, or chopsticks in North Korea?	Utensils
ko-KP_029	ko-KP	What is the main national holiday in North Korea?	Workers' Day
ko-KP_030	ko-KP	When is New Year's Day celebrated in North Korea?	January 1st
ko-KP_031	ko-KP	Is Sunday considered a weekend day in North Korea?	Yes
ko-KP_032	ko-KP	What time do shops usually open in the morning in North Korea?	8:00 a
ko-KP_033	ko-KP	Are businesses closed on Sundays in North Korea?	Yes
ko-KP_034	ko-KP	How long is a typical workday in North Korea?	8 hours
ko-KP_035	ko-KP	What month is summer vacation for schools in North Korea?	July
ko-KP_036	ko-KP	Is punctuality very important in North Korea?	Yes
ko-KP_037	ko-KP	What is a major cultural festival in North Korea?	Workers' Day Festival
ko-KP_038	ko-KP	Do people celebrate Christmas in North Korea?	No
ko-KR_001	ko-KR	What is the emergency telephone number for police in South Korea?	112
ko-KR_002	ko-KR	What number should I call for an ambulance in South Korea?	119
ko-KR_003	ko-KR	Is there a general emergency number like 911 in South Korea?	119
ko-KR_004	ko-KR	What is the fire department emergency number in South Korea?	119
ko-KR_005	ko-KR	How do I contact emergency medical services in South Korea?	Dial 119
ko-KR_006	ko-KR	Are emergency services available in multiple languages in South Korea?	Yes
ko-KR_007	ko-KR	What should I do first in a medical emergency in South Korea?	Call 119
ko-KR_008	ko-KR	Is it common to tip emergency responders in South Korea?	No
ko-KR_009	ko-KR	What is the official currency used in South Korea?	South Korean won
ko-KR_010	ko-KR	Is cash still widely accepted in South Korea?	Yes, cash is still widely accepted in South Korea
ko-KR_011	ko-KR	Do people mostly use credit cards or mobile payments in South Korea?	Mobile payments
ko-KR_012	ko-KR	What is the typical tipping percentage in restaurants in South Korea?	10% to 15% of the bill
ko-KR_013	ko-KR	Are prices usually displayed including tax in South Korea?	Yes
ko-KR_015	ko-KR	What is the name of the central bank in South Korea?	Bank of Korea
ko-KR_016	ko-KR	Is haggling common in markets in South Korea?	Yes
ko-KR_017	ko-KR	What is a common breakfast dish in South Korea?	Kimchi and rice
ko-KR_018	ko-KR	What do people usually eat for lunch in South Korea?	Kimchi and rice
ko-KR_019	ko-KR	What time do people generally have dinner in South Korea?	7:00 PM to 8:00 PM
ko-KR_021	ko-KR	What is a traditional national dish in South Korea?	Kimchi
ko-KR_022	ko-KR	Are vegetarian options widely available in South Korea?	Yes
ko-KR_023	ko-KR	What is the most popular non-alcoholic drink in South Korea?	Soju
ko-KR_024	ko-KR	Is tap water safe to drink in South Korea?	Yes, tap water is safe to drink in South Korea
ko-KR_025	ko-KR	What kind of bread is commonly eaten in South Korea?	Kimchi bread
ko-KR_026	ko-KR	Are meals typically served with rice in South Korea?	Yes
ko-KR_027	ko-KR	What is a typical dessert in South Korea?	Kimchi cake
ko-KR_028	ko-KR	Do people eat with utensils, hands, or chopsticks in South Korea?	Utensils
ko-KR_029	ko-KR	What is the main national holiday in South Korea?	Chuseok
ko-KR_030	ko-KR	When is New Year's Day celebrated in South Korea?	January 1st
ko-KR_031	ko-KR	Is Sunday considered a weekend day in South Korea?	Yes
ko-KR_032	ko-KR	What time do shops usually open in the morning in South Korea?	9:00 a
ko-KR_033	ko-KR	Are businesses closed on Sundays in South Korea?	Yes
ko-KR_034	ko-KR	How long is a typical workday in South Korea?	9 to 10 hours
ko-KR_035	ko-KR	What month is summer vacation for schools in South Korea?	August
ko-KR_036	ko-KR	Is punctuality very important in South Korea?	Yes
ko-KR_037	ko-KR	What is a major cultural festival in South Korea?	Seollal
el-GR_001	el-GR	What is the emergency telephone number for police in Greece?	100
el-GR_002	el-GR	What number should I call for an ambulance in Greece?	112
el-GR_003	el-GR	Is there a general emergency number like 911 in Greece?	112
el-GR_004	el-GR	What is the fire department emergency number in Greece?	112
el-GR_005	el-GR	How do I contact emergency medical services in Greece?	Call 1661 or 112
el-GR_006	el-GR	Are emergency services available in multiple languages in Greece?	Yes
el-GR_007	el-GR	What should I do first in a medical emergency in Greece?	Call the emergency number 1661
el-GR_008	el-GR	Is it common to tip emergency responders in Greece?	No
el-GR_009	el-GR	What is the official currency used in Greece?	Euro (€) is the official currency of Greece
el-GR_010	el-GR	Is cash still widely accepted in Greece?	Yes, cash is still widely accepted in Greece
el-GR_011	el-GR	Do people mostly use credit cards or mobile payments in Greece?	Credit cards
el-GR_012	el-GR	What is the typical tipping percentage in restaurants in Greece?	10-15% of the bill
el-GR_013	el-GR	Are prices usually displayed including tax in Greece?	Yes
el-GR_014	el-GR	Can I use US dollars easily in Greece?	No, but euros are widely accepted
el-GR_015	el-GR	What is the name of the central bank in Greece?	European Central Bank
el-GR_016	el-GR	Is haggling common in markets in Greece?	Yes
el-GR_017	el-GR	What is a common breakfast dish in Greece?	Feta cheese and bread
el-GR_019	el-GR	What time do people generally have dinner in Greece?	8:00 PM to 10:00 PM
el-GR_021	el-GR	What is a traditional national dish in Greece?	moussaka
el-GR_022	el-GR	Are vegetarian options widely available in Greece?	Yes
el-GR_023	el-GR	What is the most popular non-alcoholic drink in Greece?	Water
el-GR_024	el-GR	Is tap water safe to drink in Greece?	Yes, tap water is safe to drink in Greece
el-GR_025	el-GR	What kind of bread is commonly eaten in Greece?	Focaccia
el-GR_026	el-GR	Are meals typically served with rice in Greece?	No
el-GR_027	el-GR	What is a typical dessert in Greece?	Baklava
el-GR_028	el-GR	Do people eat with utensils, hands, or chopsticks in Greece?	Utensils
el-GR_029	el-GR	What is the main national holiday in Greece?	Independence Day on 25 March
el-GR_030	el-GR	When is New Year's Day celebrated in Greece?	On January 1st
el-GR_031	el-GR	Is Sunday considered a weekend day in Greece?	Yes
el-GR_032	el-GR	What time do shops usually open in the morning in Greece?	9:00 a
el-GR_034	el-GR	How long is a typical workday in Greece?	8 hours
el-GR_035	el-GR	What month is summer vacation for schools in Greece?	July and August
el-GR_036	el-GR	Is punctuality very important in Greece?	No
el-GR_037	el-GR	What is a major cultural festival in Greece?	Dionysia
el-GR_038	el-GR	Do people celebrate Christmas in Greece?	Yes
en-GB_001	en-GB	What is the emergency telephone number for police in United Kingdom?	999
en-GB_002	en-GB	What number should I call for an ambulance in United Kingdom?	999
en-GB_003	en-GB	Is there a general emergency number like 911 in United Kingdom?	999
en-GB_004	en-GB	What is the fire department emergency number in United Kingdom?	999
en-GB_005	en-GB	How do I contact emergency medical services in United Kingdom?	Dial 999 or 112
en-GB_006	en-GB	Are emergency services available in multiple languages in United Kingdom?	Yes
en-GB_007	en-GB	What should I do first in a medical emergency in United Kingdom?	Call 999 or 112
en-GB_008	en-GB	Is it common to tip emergency responders in United Kingdom?	No
en-GB_009	en-GB	What is the official currency used in United Kingdom?	Pound sterling
en-GB_010	en-GB	Is cash still widely accepted in United Kingdom?	Yes, cash is still widely accepted in the UK
en-GB_011	en-GB	Do people mostly use credit cards or mobile payments in United Kingdom?	Credit cards
en-GB_012	en-GB	What is the typical tipping percentage in restaurants in United Kingdom?	10% to 15% of the bill
en-GB_013	en-GB	Are prices usually displayed including tax in United Kingdom?	Yes
en-GB_014	en-GB	Can I use US dollars easily in United Kingdom?	No
en-GB_015	en-GB	What is the name of the central bank in United Kingdom?	Bank of England
en-GB_017	en-GB	What is a common breakfast dish in United Kingdom?	Tea and scone
en-GB_018	en-GB	What do people usually eat for lunch in United Kingdom?	sandwiches, soups, and salads
en-GB_019	en-GB	What time do people generally have dinner in United Kingdom?	6-7pm
en-GB_021	en-GB	What is a traditional national dish in United Kingdom?	Bangers and mash
en-GB_022	en-GB	Are vegetarian options widely available in United Kingdom?	Yes
en-GB_023	en-GB	What is the most popular non-alcoholic drink in United Kingdom?	Tea
en-GB_025	en-GB	What kind of bread is commonly eaten in United Kingdom?	White bread
en-GB_026	en-GB	Are meals typically served with rice in United Kingdom?	Yes, in some regions and cuisines
en-GB_027	en-GB	What is a typical dessert in United Kingdom?	custard cream
en-GB_028	en-GB	Do people eat with utensils, hands, or chopsticks in United Kingdom?	utensils
en-GB_029	en-GB	What is the main national holiday in United Kingdom?	Christmas Day
en-GB_030	en-GB	When is New Year's Day celebrated in United Kingdom?	1 January
en-GB_031	en-GB	Is Sunday considered a weekend day in United Kingdom?	Yes
en-GB_032	en-GB	What time do shops usually open in the morning in United Kingdom?	9:30 AM
en-GB_034	en-GB	How long is a typical workday in United Kingdom?	9 to 5
en-GB_035	en-GB	What month is summer vacation for schools in United Kingdom?	July and August
en-GB_036	en-GB	Is punctuality very important in United Kingdom?	Yes
en-GB_037	en-GB	What is a major cultural festival in United Kingdom?	The Edinburgh Festival Fringe
en-GB_038	en-GB	Do people celebrate Christmas in United Kingdom?	Yes
en-US_001	en-US	What is the emergency telephone number for police in United States?	911
en-US_002	en-US	What number should I call for an ambulance in United States?	911
en-US_004	en-US	What is the fire department emergency number in United States?	911
en-US_005	en-US	How do I contact emergency medical services in United States?	Dial 911
en-US_006	en-US	Are emergency services available in multiple languages in United States?	Yes
en-US_007	en-US	What should I do first in a medical emergency in United States?	Call 911
en-US_009	en-US	What is the official currency used in United States?	US Dollar
en-US_011	en-US	Do people mostly use credit cards or mobile payments in United States?	Credit cards
en-US_012	en-US	What is the typical tipping percentage in restaurants in United States?	15-20% of the bill
en-US_013	en-US	Are prices usually displayed including tax in United States?	No
en-US_014	en-US	Can I use US dollars easily in United States?	Yes
en-US_015	en-US	What is the name of the central bank in United States?	Federal Reserve System
en-US_016	en-US	Is haggling common in markets in United States?	No
en-US_017	en-US	What is a common breakfast dish in United States?	pancakes
en-US_018	en-US	What do people usually eat for lunch in United States?	Sandwiches, salads, and fast food
en-US_019	en-US	What time do people generally have dinner in United States?	6:00 PM to 8:00 PM
en-US_020	en-US	Is street food popular and safe to eat in United States?	Street food is popular in some U
en-US_021	en-US	What is a traditional national dish in United States?	Hot dogs and hamburgers
en-US_022	en-US	Are vegetarian options widely available in United States?	Yes
en-US_023	en-US	What is the most popular non-alcoholic drink in United States?	Water
en-US_025	en-US	What kind of bread is commonly eaten in United States?	White bread
en-US_026	en-US	Are meals typically served with rice in United States?	Yes
en-US_027	en-US	What is a typical dessert in United States?	Pie
en-US_028	en-US	Do people eat with utensils, hands, or chopsticks in United States?	utensils
en-US_029	en-US	What is the main national holiday in United States?	Independence Day
en-US_030	en-US	When is New Year's Day celebrated in United States?	January 1st
en-US_031	en-US	Is Sunday considered a weekend day in United States?	Yes
en-US_032	en-US	What time do shops usually open in the morning in United States?	9 a
en-US_034	en-US	How long is a typical workday in United States?	8 hours
en-US_035	en-US	What month is summer vacation for schools in United States?	June to August
en-US_036	en-US	Is punctuality very important in United States?	Yes
en-US_037	en-US	What is a major cultural festival in United States?	Thanksgiving
en-US_038	en-US	Do people celebrate Christmas in United States?	Yes
en-AU_001	en-AU	What is the emergency telephone number for police in Australia?	000
en-AU_002	en-AU	What number should I call for an ambulance in Australia?	000
en-AU_003	en-AU	Is there a general emergency number like 911 in Australia?	000
en-AU_004	en-AU	What is the fire department emergency number in Australia?	000
en-AU_005	en-AU	How do I contact emergency medical services in Australia?	Dial 000
en-AU_006	en-AU	Are emergency services available in multiple languages in Australia?	Yes
en-AU_007	en-AU	What should I do first in a medical emergency in Australia?	Call 000
en-AU_008	en-AU	Is it common to tip emergency responders in Australia?	No
en-AU_010	en-AU	Is cash still widely accepted in Australia?	Yes, cash is still widely accepted in Australia
en-AU_011	en-AU	Do people mostly use credit cards or mobile payments in Australia?	Mobile payments
en-AU_012	en-AU	What is the typical tipping percentage in restaurants in Australia?	10% to 15% of the pre-tax bill
en-AU_013	en-AU	Are prices usually displayed including tax in Australia?	Yes
en-AU_014	en-AU	Can I use US dollars easily in Australia?	No
en-AU_015	en-AU	What is the name of the central bank in Australia?	Reserve Bank of Australia
en-AU_016	en-AU	Is haggling common in markets in Australia?	No
en-AU_018	en-AU	What do people usually eat for lunch in Australia?	sandwiches, salads, and meat pies
en-AU_019	en-AU	What time do people generally have dinner in Australia?	6:30 PM to 7:30 PM
en-AU_021	en-AU	What is a traditional national dish in Australia?	Meat pies
en-AU_022	en-AU	Are vegetarian options widely available in Australia?	Yes
en-AU_023	en-AU	What is the most popular non-alcoholic drink in Australia?	Iced tea
en-AU_024	en-AU	Is tap water safe to drink in Australia?	Yes, tap water in Australia is safe to drink
en-AU_025	en-AU	What kind of bread is commonly eaten in Australia?	plain bread
en-AU_026	en-AU	Are meals typically served with rice in Australia?	Yes
en-AU_027	en-AU	What is a typical dessert in Australia?	Pavlova
en-AU_028	en-AU	Do people eat with utensils, hands, or chopsticks in Australia?	Utensils
en-AU_029	en-AU	What is the main national holiday in Australia?	Australia Day
en-AU_030	en-AU	When is New Year's Day celebrated in Australia?	26th of January
en-AU_031	en-AU	Is Sunday considered a weekend day in Australia?	Yes
en-AU_032	en-AU	What time do shops usually open in the morning in Australia?	9:00 AM
en-AU_034	en-AU	How long is a typical workday in Australia?	8 hours
en-AU_035	en-AU	What month is summer vacation for schools in Australia?	December and January
en-AU_036	en-AU	Is punctuality very important in Australia?	Yes
en-AU_037	en-AU	What is a major cultural festival in Australia?	Mardi Gras
en-AU_038	en-AU	Do people celebrate Christmas in Australia?	Yes
es-ES_001	es-ES	What is the emergency telephone number for police in Spain?	112
es-ES_002	es-ES	What number should I call for an ambulance in Spain?	112
es-ES_003	es-ES	Is there a general emergency number like 911 in Spain?	112
es-ES_004	es-ES	What is the fire department emergency number in Spain?	112
es-ES_005	es-ES	How do I contact emergency medical services in Spain?	Dial 112
es-ES_006	es-ES	Are emergency services available in multiple languages in Spain?	Yes
es-ES_007	es-ES	What should I do first in a medical emergency in Spain?	Call the emergency number 112
es-ES_008	es-ES	Is it common to tip emergency responders in Spain?	No
es-ES_009	es-ES	What is the official currency used in Spain?	Euro
es-ES_010	es-ES	Is cash still widely accepted in Spain?	Yes, cash is still widely accepted in Spain
es-ES_011	es-ES	Do people mostly use credit cards or mobile payments in Spain?	Credit cards
es-ES_012	es-ES	What is the typical tipping percentage in restaurants in Spain?	10-15% of the bill
es-ES_013	es-ES	Are prices usually displayed including tax in Spain?	Yes
es-ES_014	es-ES	Can I use US dollars easily in Spain?	No, but euros are widely accepted
es-ES_015	es-ES	What is the name of the central bank in Spain?	Bank of Spain
es-ES_016	es-ES	Is haggling common in markets in Spain?	Yes, haggling is common in markets in Spain
es-ES_017	es-ES	What is a common breakfast dish in Spain?	Pan con tomate
es-ES_018	es-ES	What do people usually eat for lunch in Spain?	Paella
es-ES_019	es-ES	What time do people generally have dinner in Spain?	8:00 PM to 10:00 PM
es-ES_021	es-ES	What is a traditional national dish in Spain?	Paella
es-ES_022	es-ES	Are vegetarian options widely available in Spain?	Yes
es-ES_023	es-ES	What is the most popular non-alcoholic drink in Spain?	Water
es-ES_024	es-ES	Is tap water safe to drink in Spain?	Yes, tap water is safe to drink in Spain
es-ES_025	es-ES	What kind of bread is commonly eaten in Spain?	Paella
es-ES_026	es-ES	Are meals typically served with rice in Spain?	Yes
es-ES_027	es-ES	What is a typical dessert in Spain?	Tarta de Santiago
es-ES_028	es-ES	Do people eat with utensils, hands, or chopsticks in Spain?	Utensils
es-ES_029	es-ES	What is the main national holiday in Spain?	La Fiesta de San Fermín
es-ES_030	es-ES	When is New Year's Day celebrated in Spain?	On January 1st
es-ES_031	es-ES	Is Sunday considered a weekend day in Spain?	Yes
es-ES_032	es-ES	What time do shops usually open in the morning in Spain?	9:00 a
es-ES_034	es-ES	How long is a typical workday in Spain?	8 hours
es-ES_035	es-ES	What month is summer vacation for schools in Spain?	July and August
es-ES_036	es-ES	Is punctuality very important in Spain?	Yes
es-ES_037	es-ES	What is a major cultural festival in Spain?	La Tomatina
es-ES_038	es-ES	Do people celebrate Christmas in Spain?	Yes
es-MX_001	es-MX	What is the emergency telephone number for police in Mexico?	911
es-MX_002	es-MX	What number should I call for an ambulance in Mexico?	911
es-MX_003	es-MX	Is there a general emergency number like 911 in Mexico?	911 is not used in Mexico
es-MX_004	es-MX	What is the fire department emergency number in Mexico?	911
es-MX_005	es-MX	How do I contact emergency medical services in Mexico?	Dial 911 or 998
es-MX_006	es-MX	Are emergency services available in multiple languages in Mexico?	Yes
es-MX_007	es-MX	What should I do first in a medical emergency in Mexico?	Call the emergency number 911
es-MX_008	es-MX	Is it common to tip emergency responders in Mexico?	No
es-MX_009	es-MX	What is the official currency used in Mexico?	Peso
es-MX_010	es-MX	Is cash still widely accepted in Mexico?	Yes, cash is still widely accepted in Mexico
es-MX_012	es-MX	What is the typical tipping percentage in restaurants in Mexico?	10-15% of the bill
es-MX_013	es-MX	Are prices usually displayed including tax in Mexico?	Yes
es-MX_014	es-MX	Can I use US dollars easily in Mexico?	No, it's best to use Mexican pesos
es-MX_015	es-MX	What is the name of the central bank in Mexico?	Banco de México
es-MX_016	es-MX	Is haggling common in markets in Mexico?	Yes, haggling is common in markets in Mexico
es-MX_017	es-MX	What is a common breakfast dish in Mexico?	Tacos de pan de muerto
es-MX_018	es-MX	What do people usually eat for lunch in Mexico?	Tacos, enchiladas, and salads
es-MX_019	es-MX	What time do people generally have dinner in Mexico?	7:00 PM to 9:00 PM
